iter	Passed	Remaining
131	12676	83357
132	12765	83215
133	12853	83068
134	12948	82968
135	13037	82827
136	13130	82711
137	13220	82578
138	13324	82536
139	13435	82533
140	13543	82509
141	13634	82382
142	13728	82277
143	13833	82229
144	13925	82111
145	14024	82035
146	14113	81897
147	14215	81834
148	14305	81705
149	14399	81596
150	14493	81490
151	14592	81409
152	14689	81319
153	14783	81215
154	14874	81089
155	14974	81017
156	15071	80926
157	15157	80773
158	15254	80684
159	15369	80690
160	15473	80636
161	15588	80635
162	15678	80507
163	15762	80349
164	15858	80252
165	15963	80201
166	16060	80109
167	16162	80043
168	16255	79932
169	16348	79819
170	16438	79692
171	16533	79589
172	16630	79500
173	16717	79359
174	16813	79265
175	16908	79162
176	17004	79068
177	17093	78935
178	17182	78807
179	17282	78729
180	17375	78621
181	17486	78592
182	17589	78528
183	17681	78415
184	17766	78269
185	17856	78148
186	17956	78068
187	18056	77989
188	18153	77895
189	18248	77794
190	18326	77622
191	18417	77506
192	18517	77429
193	18626	77388
194	18718	77273
195	18813	77173
196	18904	77058
197	18988	76911
198	19076	76783
199	19170	76682
200	19251	76526
201	19351	76446
202	19452	76373
203	19546	76271
204	19648	76196
205	19752	76132
206	19844	76021
207	19938	75919
208	20039	75844
209	20128	75720
210	20228	75639
211	20323	75543
212	20401	75381
213	20504	75309
214	20606	75237
215	20704	75148
216	20792	75025
217	20889	74932
218	20988	74849
219	21072	74709
220	21173	74632
221	21262	74513
222	21350	74393
223	21441	74279
224	21539	74192
225	21641	74118
226	21750	74066
227	21845	73967
228	21940	73870
229	22032	73762
230	22127	73661
231	22231	73593
232	22330	73509
233	22423	73402
234	22513	73287
235	22616	73215
236	22720	73147
237	22808	73024
238	22892	72892
239	22988	72796
240	23077	72680
241	23176	72593
242	23262	72469
243	23362	72385
244	23455	72280
245	23561	72217
246	23672	72168
247	23788	72131
248	23874	72008
249	23959	71877
250	24062	71804
251	24160	71714
252	24256	71619
253	24353	71525
254	24455	71448
255	24542	71327
256	24631	71210
257	24721	71099
258	24828	71034
259	24929	70952
260	25018	70837
261	25108	70724
262	25202	70625
263	25300	70533
264	25397	70441
265	25500	70364
266	25593	70262
267	25703	70205
268	25795	70097
269	25902	70033
270	25995	69929
271	26091	69833
272	26189	69741
273	26282	69640
274	26375	69536
275	26465	69425
276	26558	69319
277	26645	69201
278	26735	69091
279	26828	68987
280	26905	68844
281	27002	68750
282	27086	68624
283	27182	68530
284	27274	68425
285	27371	68332
286	27460	68221
287	27566	68150
288	27658	68045
289	27766	67979
290	27860	67880
291	27985	67855
292	28071	67736
293	28158	67617
294	28258	67532
295	28343	67411
296	28439	67316
297	28540	67232
298	28618	67096
299	28706	66982
300	28797	66874
301	28879	66748
302	28963	66626
303	29053	66516
304	29148	66421
305	29244	66325
306	29329	66206
307	29421	66102
308	29513	66000
309	29609	65905
310	29709	65818
311	29817	65752
312	29909	65647
313	30024	65595
314	30113	65484
315	30209	65391
316	30302	65288
317	30408	65215
318	30500	65111
319	30593	65011
320	30695	64928
321	30792	64836
322	30878	64719
323	30984	64646
324	31074	64539
325	31167	64437
326	31255	64326
327	31349	64228
328	31430	64103
329	31524	64005
330	31620	63909
331	31720	63823
332	31820	63735
333	31950	63709
334	32032	63587
335	32151	63538
336	32250	63448
337	32339	63339
338	32441	63256
339	32545	63176
340	32632	63063
341	32724	62960
342	32826	62878
343	32913	62765
344	32999	62651
345	33091	62548
346	33188	62456
347	33272	62337
348	33365	62237
349	33459	62139
350	33559	62051
351	33650	61947
352	33731	61824
353	33819	61716
354	33917	61625
355	34020	61541
356	34112	61440
357	34230	61386
358	34323	61284
359	34420	61191
360	34524	61110
361	34621	61017
362	34707	60905
363	34803	60809
364	34888	60695
365	34976	60587
366	35067	60485
367	35161	60386
368	35261	60297
369	35365	60217
370	35461	60121
371	35559	60030
372	35644	59916
373	35734	59812
374	35825	59708
375	35914	59602
376	36015	59516
377	36109	59417
378	36211	59333
379	36315	59251
380	36411	59156
381	36518	59079
382	36608	58974
383	36698	58869
384	36788	58765
385	36879	58662
386	36980	58576
387	37069	58470
388	37160	58368
389	37250	58264
390	37338	58156
391	37439	58069
392	37541	57984
393	37635	57885
394	37733	57793
395	37831	57702
396	37922	57600
397	38026	57517
398	38138	57446
399	38226	57340
400	38342	57274
401	38437	57177
402	38527	57074
403	38612	56962
404	38706	56865
405	38796	56761
406	38883	56653
407	38979	56558
408	39066	56451
409	39158	56350
410	39256	56257
411	39353	56164
412	39448	56069
413	39553	55985
414	39653	55897
415	39751	55804
416	39839	55699
417	39929	55595
418	40016	55488
419	40133	55422
420	40244	55348
421	40359	55279
422	40454	55182
423	40564	55107
424	40666	55018
425	40762	54924
426	40858	54828
427	40955	54734
428	41047	54634
429	41142	54537
430	41232	54434
431	41325	54335
432	41430	54251
433	41523	54152
434	41615	54052
435	41711	53957
436	41800	53852
437	41894	53755
438	41981	53648
439	42079	53556
440	42197	53488
441	42284	53382
442	42388	53296
443	42493	53212
444	42583	53109
445	42683	53019
446	42772	52915
447	42865	52816
448	42968	52729
449	43066	52637
450	43161	52540
451	43250	52435
452	43350	52345
453	43442	52245
454	43533	52144
455	43640	52062
456	43744	51976
457	43836	51876
458	43931	51780
459	44027	51684
460	44121	51586
461	44218	51492
462	44314	51397
463	44415	51307
464	44529	51232
465	44623	51134
466	44721	51041
467	44809	50936
468	44892	50826
469	44987	50730
470	45082	50634
471	45166	50525
472	45258	50424
473	45345	50320
474	45435	50218
475	45533	50125
476	45625	50024
477	45715	49923
478	45807	49823
479	45893	49717
480	45982	49614
481	46068	49509
482	46164	49414
483	46263	49321
484	46376	49245
485	46463	49140
486	46580	49067
487	46664	48959
488	46762	48866
489	46853	48765
490	46958	48679
491	47046	48576
492	47137	48475
493	47229	48376
494	47328	48284
495	47420	48184
496	47516	48089
497	47614	47997
498	47712	47903
499	47798	47798
500	47900	47709
501	47981	47599
502	48061	47487
503	48155	47391
504	48252	47296
505	48350	47203
506	48456	47118
507	48539	47011
508	48653	46933
509	48737	46826
510	48831	46729
511	48926	46632
512	49012	46528
513	49105	46430
514	49205	46338
515	49295	46238
516	49394	46146
517	49484	46045
518	49577	45947
519	49665	45845
520	49763	45751
521	49859	45656
522	49950	45557
523	50047	45462
524	50142	45366
525	50226	45261
526	50326	45169
527	50435	45086
528	50537	44996
529	50632	44900
530	50746	44821
531	50835	44719
532	50930	44623
533	51025	44527
534	51133	44443
535	51213	44334
536	51302	44233
537	51389	44130
538	51485	44034
539	51576	43935
540	51657	43827
541	51749	43729
542	51841	43630
543	51944	43541
544	52037	43444
545	52129	43346
546	52232	43256
547	52320	43154
548	52411	43055
549	52522	42972
550	52613	42873
551	52702	42773
552	52805	42683
553	52899	42587
554	53006	42500
555	53104	42406
556	53205	42315
557	53304	42223
558	53391	42121
559	53496	42032
560	53596	41941
561	53697	41849
562	53795	41756
563	53895	41663
564	53986	41564
565	54077	41465
566	54168	41367
567	54265	41272
568	54382	41192
569	54487	41104
570	54597	41020
571	54695	40925
572	54783	40824
573	54893	40739
574	54990	40644
575	55084	40548
576	55176	40450
577	55270	40353
578	55361	40254
579	55460	40161
580	55553	40063
581	55640	39961
582	55730	39862
583	55828	39768
584	55921	39671
585	56009	39570
586	56101	39472
587	56194	39374
588	56295	39282
589	56387	39184
590	56481	39088
591	56573	38989
592	56686	38906
593	56778	38808
594	56859	38702
595	56969	38616
596	57066	38521
597	57164	38428
598	57251	38326
599	57347	38231
600	57438	38133
601	57529	38034
602	57635	37945
603	57730	37849
604	57825	37754
605	57920	37657
606	58019	37564
607	58112	37467
608	58199	37366
609	58287	37265
610	58379	37168
611	58472	37070
612	58575	36979
613	58671	36884
614	58784	36800
615	58870	36698
616	58962	36600
617	59069	36512
618	59159	36413
619	59250	36314
620	59341	36216
621	59453	36130
622	59538	36029
623	59635	35934
624	59730	35838
625	59815	35736
626	59911	35640
627	60009	35547
628	60106	35452
629	60206	35359
630	60302	35264
631	60398	35168
632	60492	35072
633	60578	34971
634	60668	34872
635	60788	34791
636	60883	34695
637	60981	34600
638	61134	34537
639	61283	34472
640	61371	34372
641	61472	34278
642	61573	34185
643	61668	34090
644	61762	33993
645	61854	33895
646	61951	33800
647	62041	33701
648	62133	33603
649	62226	33506
650	62318	33408
651	62410	33311
652	62522	33224
653	62606	33122
654	62699	33025
655	62787	32925
656	62891	32833
657	62981	32734
658	63067	32634
659	63162	32538
660	63266	32446
661	63356	32348
662	63448	32250
663	63534	32150
664	63624	32051
665	63722	31957
666	63821	31862
667	63927	31772
668	64009	31669
669	64106	31574
670	64194	31475
671	64297	31383
672	64387	31284
673	64476	31185
674	64562	31085
675	64661	30991
676	64761	30897
677	64850	30799
678	64963	30711
679	65068	30620
680	65170	30527
681	65272	30434
682	65377	30343
683	65487	30254
684	65584	30159
685	65682	30064
686	65776	29968
687	65879	29875
688	65972	29778
689	66067	29682
690	66167	29588
691	66262	29492
692	66337	29387
693	66434	29292
694	66527	29195
695	66618	29097
696	66710	29000
697	66802	28903
698	66901	28808
699	67007	28717
700	67103	28622
701	67203	28527
702	67284	28425
703	67399	28338
704	67491	28241
705	67579	28142
706	67679	28048
707	67772	27951
708	67864	27854
709	67953	27755
710	68045	27658
711	68137	27561
712	68235	27466
713	68323	27367
714	68419	27271
715	68514	27176
716	68614	27082
717	68707	26985
718	68804	26890
719	68890	26790
720	68985	26694
721	69094	26604
722	69182	26505
723	69275	26409
724	69362	26309
725	69484	26224
726	69579	26128
727	69682	26035
728	69779	25939
729	69867	25841
730	69967	25747
731	70063	25651
732	70159	25556
733	70254	25459
734	70351	25364
735	70440	25266
736	70533	25170
737	70631	25075
738	70732	24981
739	70818	24882
740	70910	24785
741	71006	24689
742	71103	24594
743	71208	24501
744	71299	24404
745	71386	24305
746	71508	24219
747	71626	24130
748	71728	24037
749	71808	23936
750	71906	23841
751	71993	23742
752	72083	23645
753	72179	23549
754	72276	23454
755	72375	23359
756	72466	23261
757	72565	23167
758	72675	23076
759	72772	22980
760	72859	22882
761	72959	22787
762	73038	22686
763	73128	22589
764	73231	22495
765	73320	22398
766	73418	22303
767	73513	22207
768	73624	22115
769	73724	22021
770	73824	21927
771	73911	21828
772	73999	21730
773	74083	21631
774	74169	21533
775	74260	21435
776	74352	21339
777	74443	21242
778	74540	21146
779	74627	21048
780	74734	20956
781	74833	20861
782	74930	20766
783	75015	20667
784	75102	20569
785	75191	20471
786	75293	20377
787	75481	20307
788	75570	20209
789	75687	20119
790	75781	20023
791	75869	19925
792	75963	19829
793	76055	19732
794	76151	19636
795	76242	19539
796	76329	19441
797	76429	19346
798	76525	19251
799	76613	19153
800	76693	19053
801	76787	18957
802	76884	18862
803	76983	18767
804	77077	18671
805	77167	18573
806	77259	18477
807	77375	18386
808	77465	18289
809	77555	18192
810	77651	18096
811	77770	18006
812	77858	17908
813	77944	17810
814	78035	17713
815	78123	17616
816	78214	17519
817	78304	17422
818	78407	17328
819	78498	17231
820	78585	17133
821	78676	17036
822	78770	16941
823	78859	16843
824	78954	16747
825	79039	16649
826	79133	16553
827	79220	16456
828	79310	16359
829	79422	16267
830	79531	16174
831	79616	16076
832	79713	15981
833	79836	15890
834	79922	15793
835	80014	15696
836	80119	15602
837	80221	15508
838	80314	15411
839	80416	15317
840	80505	15220
841	80599	15124
842	80691	15027
843	80774	14929
844	80859	14832
845	80951	14735
846	81040	14638
847	81129	14542
848	81214	14444
849	81302	14347
850	81395	14251
851	81501	14157
852	81598	14062
853	81696	13966
854	81804	13873
855	81914	13779
856	82000	13682
857	82096	13587
858	82184	13490
859	82277	13393
860	82384	13300
861	82482	13204
862	82587	13110
863	82694	13016
864	82785	12920
865	82882	12824
866	82974	12728
867	83073	12633
868	83167	12537
869	83259	12441
870	83349	12344
871	83451	12249
872	83560	12155
873	83646	12058
874	83739	11962
875	83825	11865
876	83926	11770
877	84023	11675
878	84124	11580
879	84224	11485
880	84320	11389
881	84409	11292
882	84497	11196
883	84600	11101
884	84681	11003
885	84785	10909
886	84884	10813
887	84965	10716
888	85064	10621
889	85155	10524
890	85255	10429
891	85357	10334
892	85440	10237
893	85526	10140
894	85637	10046
895	85733	9951
896	85825	9855
897	85917	9759
898	86031	9665
899	86125	9569
900	86223	9474
901	86324	9378
902	86416	9282
903	86501	9186
904	86590	9089
905	86681	8993
906	86769	8896
907	86872	8802
908	86961	8705
909	87057	8610
910	87142	8513
911	87234	8417
912	87324	8321
913	87424	8225
914	87512	8129
915	87614	8034
916	87734	7941
917	87832	7845
918	87921	7749
919	88024	7654
920	88127	7559
921	88219	7463
922	88306	7366
923	88397	7270
924	88492	7175
925	88592	7079
926	88686	6983
927	88779	6888
928	88864	6791
929	88958	6695
930	89044	6599
931	89138	6503
932	89235	6408
933	89332	6312
934	89430	6217
935	89517	6120
936	89601	6024
937	89695	5928
938	89810	5834
939	89907	5738
940	89989	5642
941	90084	5546
942	90192	5451
943	90278	5355
944	90382	5260
945	90473	5164
946	90562	5068
947	90653	4972
948	90757	4877
949	90856	4781
950	90946	4685
951	91032	4589
952	91125	4494
953	91219	4398
954	91311	4302
955	91400	4206
956	91497	4111
957	91589	4015
958	91690	3920
959	91788	3824
960	91884	3728
961	91967	3632
962	92062	3537
963	92163	3441
964	92264	3346
965	92356	3250
966	92443	3154
967	92536	3059
968	92630	2963
969	92722	2867
970	92809	2771
971	92897	2676
972	92989	2580
973	93077	2484
974	93178	2389
975	93268	2293
976	93371	2198
977	93458	2102
978	93554	2006
979	93637	1910
980	93723	1815
981	93815	1719
982	93934	1624
983	94036	1529
984	94134	1433
985	94230	1337
986	94347	1242
987	94439	1147
988	94527	1051
989	94614	955
990	94704	860
991	94811	764
992	94901	668
993	94992	573
994	95086	477
995	95178	382
996	95274	286
997	95374	191
998	95464	95
999	95559	0
