iter	Logloss
523	0.3795533832
524	0.3795325854
525	0.3795098192
526	0.3794727202
527	0.3794287847
528	0.3794099449
529	0.3793786709
530	0.379351248
531	0.3793026376
532	0.3792816215
533	0.3792450347
534	0.3792190236
535	0.3791987762
536	0.3791797824
537	0.3791413958
538	0.3791153532
539	0.3790946777
540	0.3790718905
541	0.379048908
542	0.3790277117
543	0.37900756
544	0.3789754355
545	0.3789534942
546	0.3789214783
547	0.3788972208
548	0.378873818
549	0.3788458536
550	0.3788301424
551	0.3788138974
552	0.3787888437
553	0.3787692242
554	0.3787361257
555	0.3787151356
556	0.3786784828
557	0.3786545627
558	0.3786286696
559	0.3786111445
560	0.3785826593
561	0.3785610072
562	0.3785277387
563	0.378502759
564	0.3784797564
565	0.3784639707
566	0.378440559
567	0.3784118135
568	0.3783954551
569	0.378356407
570	0.3783290419
571	0.3783027201
572	0.3782822928
573	0.3782658207
574	0.378239839
575	0.3782178206
576	0.3781893511
577	0.3781704075
578	0.3781421449
579	0.3781095357
580	0.3780828997
581	0.3780470849
582	0.3780156497
583	0.3779962106
584	0.3779701026
585	0.3779447457
586	0.3779121188
587	0.3778898302
588	0.3778611825
589	0.3778349946
590	0.3777985574
591	0.3777738904
592	0.377751476
593	0.3777260584
594	0.3777149371
595	0.3776824827
596	0.3776579014
597	0.3776187188
598	0.3776035011
599	0.3775790719
600	0.3775555182
601	0.3775347874
602	0.3775039334
603	0.3774698801
604	0.377439368
605	0.3774149019
606	0.3773820779
607	0.3773511889
608	0.3773366523
609	0.377316234
610	0.3772975272
611	0.3772812166
612	0.3772393831
613	0.3772042696
614	0.37716561
615	0.3771500577
616	0.3771353336
617	0.3771116547
618	0.3770934526
619	0.3770706664
620	0.3770461206
621	0.3770107793
622	0.3769873109
623	0.3769622536
624	0.3769409763
625	0.3769143217
626	0.3768863157
627	0.3768550429
628	0.3768384118
629	0.3768022711
630	0.3767821878
631	0.3767418087
632	0.3767243322
633	0.3767028391
634	0.3766839434
635	0.3766501893
636	0.3766268909
637	0.3766011979
638	0.3765651798
639	0.3765365013
640	0.376516872
641	0.3764869117
642	0.3764574383
643	0.3764370012
644	0.3764125776
645	0.3763871209
646	0.3763640598
647	0.3763341194
648	0.3763104329
649	0.3762802246
650	0.3762625833
651	0.3762358895
652	0.3761900351
653	0.3761619755
654	0.3761373266
655	0.3761139131
656	0.3761007087
657	0.3760817805
658	0.3760655163
659	0.3760349298
660	0.3760240935
661	0.3759977432
662	0.3759854811
663	0.3759755479
664	0.3759547514
665	0.3759344587
666	0.3759111036
667	0.3758847075
668	0.3758659253
669	0.3758511082
670	0.3758281998
671	0.3758039217
672	0.3757772112
673	0.3757511846
674	0.375737409
675	0.3757140641
676	0.3756889744
677	0.3756680339
678	0.3756500682
679	0.3756288245
680	0.3756014352
681	0.3755827855
682	0.375565216
683	0.3755366808
684	0.3755126203
685	0.375496423
686	0.3754776305
687	0.375442148
688	0.3754117873
689	0.3753817499
690	0.375361894
691	0.3753360671
692	0.3753220092
693	0.3753031028
694	0.3752782272
695	0.3752615627
696	0.3752374377
697	0.3752237591
698	0.3751842065
699	0.3751622231
700	0.3751424885
701	0.3751034346
702	0.3750851557
703	0.3750713336
704	0.3750529676
705	0.375034299
706	0.3749943488
707	0.3749696058
708	0.3749507096
709	0.3749373362
710	0.3749102079
711	0.3748923685
712	0.3748737286
713	0.3748584337
714	0.374842003
715	0.3748147038
716	0.3747902802
717	0.3747731505
718	0.3747505571
719	0.3747182187
720	0.3746984936
721	0.3746743112
722	0.3746581034
723	0.3746329288
724	0.3746194306
725	0.3745900114
726	0.3745635298
727	0.3745356995
728	0.3745179129
729	0.3744968215
730	0.3744796743
731	0.3744684009
732	0.3744548943
733	0.3744095346
734	0.3743835158
735	0.3743650379
736	0.3743471103
737	0.3743336391
738	0.374316596
739	0.3742978225
740	0.3742789363
741	0.3742568173
742	0.3742371871
743	0.3742217599
744	0.3742029532
745	0.3741891308
746	0.3741728885
747	0.3741519855
748	0.3741266241
749	0.3741049518
750	0.3740716069
751	0.3740583926
752	0.3740430284
753	0.3740245017
754	0.3740048174
755	0.3739878708
756	0.373968974
757	0.3739433267
758	0.3739284229
759	0.3739105675
760	0.3738887624
761	0.3738611782
762	0.3738524223
763	0.373823324
764	0.3738018918
765	0.3737872924
766	0.3737657898
767	0.3737454383
768	0.3737277072
769	0.3737007955
770	0.3736630724
771	0.3736461147
772	0.3736257711
773	0.3736034116
774	0.3735889061
775	0.3735626902
776	0.3735430891
777	0.3735303758
778	0.3735097393
779	0.3734957968
780	0.3734590382
781	0.3734303023
782	0.3734085246
783	0.3733960841
784	0.3733685083
785	0.3733355328
786	0.3733261886
787	0.3733115984
788	0.3732964983
789	0.3732745595
790	0.3732482044
791	0.3732319526
792	0.3732119616
793	0.3731952787
794	0.373170916
795	0.3731489189
796	0.3731326741
797	0.3731139016
798	0.3730824107
799	0.3730583727
800	0.373045455
801	0.3730291094
802	0.3730011437
803	0.3729781312
804	0.3729597098
805	0.3729456351
806	0.3729332664
807	0.3729203104
808	0.3728982305
809	0.3728753129
810	0.3728425284
811	0.3728210103
812	0.3728079774
813	0.3727925793
814	0.3727793756
815	0.3727648612
816	0.3727494419
817	0.3727180545
818	0.3726924382
819	0.3726748177
820	0.3726627748
821	0.372648344
822	0.372617746
823	0.3725964063
824	0.3725800184
825	0.3725673664
826	0.3725388326
827	0.3725278282
828	0.3725050805
829	0.3724855408
830	0.3724655774
831	0.372454475
832	0.3724366327
833	0.3724165834
834	0.3723958112
835	0.3723634265
836	0.3723375628
837	0.3723126863
838	0.3722925719
839	0.3722674769
840	0.3722458614
841	0.3722321931
842	0.3722106188
843	0.3721999157
844	0.3721864749
845	0.3721717949
846	0.3721538757
847	0.372141945
848	0.3721254248
849	0.3721091418
850	0.3720870864
851	0.3720685296
852	0.372053806
853	0.3720105182
854	0.3719830692
855	0.3719577553
856	0.3719404557
857	0.3719203396
858	0.3718996972
859	0.3718871771
860	0.371838328
861	0.3718206386
862	0.3717897075
863	0.3717615618
864	0.3717426504
865	0.3717241795
866	0.3717043352
867	0.3716775766
868	0.3716603139
869	0.3716435557
870	0.3716343924
871	0.3716056457
872	0.3715902575
873	0.3715793297
874	0.3715648035
875	0.3715532838
876	0.3715370856
877	0.371522707
878	0.3714981081
879	0.3714657931
880	0.3714494906
881	0.3714283713
882	0.3714069077
883	0.3713776309
884	0.3713683363
885	0.3713301739
886	0.3713145853
887	0.3712918565
888	0.37126644
889	0.3712468331
890	0.3712302455
891	0.3712031643
892	0.3711940879
893	0.3711668069
894	0.3711517716
895	0.3711346428
896	0.3711142528
897	0.3710921808
898	0.3710737591
899	0.3710543582
900	0.3710313455
901	0.3710175816
902	0.3709965868
903	0.370982648
904	0.3709671283
905	0.3709476525
906	0.3709359323
907	0.370916238
908	0.3708944133
909	0.3708684992
910	0.370855316
911	0.3708367963
912	0.3708225486
913	0.3708068917
914	0.3707863504
915	0.3707673191
916	0.3707498725
917	0.3707176276
918	0.3707034737
919	0.3706781709
920	0.3706500056
921	0.3706340441
922	0.370619149
923	0.3706008499
924	0.3705843104
925	0.3705656695
926	0.3705498773
927	0.3705295168
928	0.3705124451
929	0.3704908262
930	0.370473206
931	0.3704538724
932	0.3704376188
933	0.3704214015
934	0.3704011178
935	0.3703741316
936	0.370362915
937	0.370349084
938	0.3703259965
939	0.3703048407
940	0.3702930683
941	0.3702789499
942	0.3702531047
943	0.3702339232
944	0.3702134955
945	0.370197184
946	0.3701824485
947	0.3701682875
948	0.370142946
949	0.370128564
950	0.3701148695
951	0.3701012006
952	0.3700916475
953	0.3700723426
954	0.3700524654
955	0.3700328381
956	0.3700170735
957	0.3699981367
958	0.3699746931
959	0.3699467572
960	0.3699362389
961	0.3699242885
962	0.3699064638
963	0.3698903737
964	0.369875225
965	0.3698612531
966	0.369850233
967	0.3698298042
968	0.3698122663
969	0.3697954704
970	0.3697835214
971	0.3697624477
972	0.3697426192
973	0.3697269256
974	0.3697029973
975	0.3696832539
976	0.3696686821
977	0.3696522099
978	0.3696354519
979	0.3696188233
980	0.3696074564
981	0.3695943389
982	0.3695802052
983	0.3695621983
984	0.3695369885
985	0.3695231642
986	0.3695048948
987	0.3694865677
988	0.3694682698
989	0.3694583758
990	0.3694489645
991	0.3694366281
992	0.3694258003
993	0.3694110104
994	0.3693885403
995	0.3693742912
996	0.3693583979
997	0.3693277561
998	0.3692941073
999	0.3692797258
